Ano;Mês;CLIENTE;RECEITA;PESO;Classificação;Data;Semestre;Peso Total por Semestre;Receita Total por Semestre;Total de Compras;Cliente que Mais Comprou;Peso Total Transportado;Perfil Cliente;Variação Receita;Cliente Retido
2020;setembro;#N/D;0.0;1.0;FRACIONADO;;;;;24;Cliente 1460;229986.0;Frequente;-21.27869724576852;1
2020;outubro;#N/D;0.0;2.0;FRACIONADO;;;;;24;Cliente 1460;229986.0;Frequente;-21.27869724576852;1
2020;novembro;#N/D;0.0;49901.0;FRACIONADO;;;;;24;Cliente 1460;229986.0;Frequente;-21.27869724576852;1
2020;dezembro;#N/D;0.0;146210.0;FRACIONADO;;;;;24;Cliente 1460;229986.0;Frequente;-21.27869724576852;1
2021;janeiro;#N/D;0.0;31926.0;FRACIONADO;;;;;24;Cliente 1460;229986.0;Frequente;-79.37816207898645;1
2020;novembro;Cliente 1;81.0;3.0;FRACIONADO;;;;;1;Cliente 1460;3.0;Único;-21.27869724576852;0
2020;abril;Cliente 2;60.0;2.0;FRACIONADO;;;;;11;Cliente 1460;33.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 3;916.0;202.0;FRACIONADO;;;;;10;Cliente 1460;2772.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 3;1697.0;380.0;FRACIONADO;;;;;10;Cliente 1460;2772.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 3;2286.0;583.0;FRACIONADO;;;;;10;Cliente 1460;2772.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 4;49.0;1.0;FRACIONADO;;;;;5;Cliente 1460;73.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 4;61.0;1.0;FRACIONADO;;;;;5;Cliente 1460;73.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 4;61.0;1.0;FRACIONADO;;;;;5;Cliente 1460;73.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 4;62.0;10.0;FRACIONADO;;;;;5;Cliente 1460;73.0;Sazonal;-21.27869724576852;0
2021;março;Cliente 4;116.0;60.0;FRACIONADO;;;;;5;Cliente 1460;73.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 5;365.0;260.0;FRACIONADO;;;;;15;Cliente 1460;4198.0;Sazonal;-21.27869724576852;0
2020;março;Cliente 5;730.0;605.0;FRACIONADO;;;;;15;Cliente 1460;4198.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 6;211.0;163.0;FRACIONADO;;;;;9;Cliente 1460;1226.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 6;355.0;172.0;FRACIONADO;;;;;9;Cliente 1460;1226.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 6;208.0;112.0;FRACIONADO;;;;;9;Cliente 1460;1226.0;Sazonal;-21.27869724576852;0
2020;setembro;Cliente 6;273.0;155.0;FRACIONADO;;;;;9;Cliente 1460;1226.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 6;150.0;25.0;FRACIONADO;;;;;9;Cliente 1460;1226.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 6;494.0;334.0;FRACIONADO;;;;;9;Cliente 1460;1226.0;Sazonal;-21.27869724576852;0
2021;janeiro;Cliente 6;89.0;67.0;FRACIONADO;;;;;9;Cliente 1460;1226.0;Sazonal;-79.37816207898645;0
2021;fevereiro;Cliente 6;78.0;35.0;FRACIONADO;;;;;9;Cliente 1460;1226.0;Sazonal;-79.37816207898645;0
2021;março;Cliente 6;277.0;163.0;FRACIONADO;;;;;9;Cliente 1460;1226.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 7;278.0;105.0;FRACIONADO;;;;;33;Cliente 1460;1632.0;Frequente;-21.27869724576852;1
2020;janeiro;Cliente 8;104.0;95.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 8;48.0;25.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;março;Cliente 8;163.0;134.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 8;111.0;98.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 8;49.0;33.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 8;48.0;8.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 8;601.0;563.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 8;192.0;173.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 8;167.0;126.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 8;363.0;358.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 8;348.0;293.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 8;252.0;137.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 8;235.0;207.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-79.37816207898645;1
2021;março;Cliente 8;148.0;155.0;FRACIONADO;;;;;21;Cliente 1460;3332.0;Frequente;-79.37816207898645;1
2020;janeiro;Cliente 9;387.0;52.0;FRACIONADO;;;;;27;Cliente 1460;901.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 9;122.0;14.0;FRACIONADO;;;;;27;Cliente 1460;901.0;Frequente;-21.27869724576852;1
2020;março;Cliente 9;102.0;42.0;FRACIONADO;;;;;27;Cliente 1460;901.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 9;65.0;10.0;FRACIONADO;;;;;27;Cliente 1460;901.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 9;32.0;1.0;FRACIONADO;;;;;27;Cliente 1460;901.0;Frequente;-21.27869724576852;1
2020;janeiro;Cliente 10;150.0;116.0;FRACIONADO;;;;;22;Cliente 1460;1391.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 10;47.0;1.0;FRACIONADO;;;;;22;Cliente 1460;1391.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 10;49.0;3.0;FRACIONADO;;;;;22;Cliente 1460;1391.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 10;19.0;61.0;FRACIONADO;;;;;22;Cliente 1460;1391.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 10;47.0;5.0;FRACIONADO;;;;;22;Cliente 1460;1391.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 10;188.0;86.0;FRACIONADO;;;;;22;Cliente 1460;1391.0;Frequente;-21.27869724576852;1
2021;fevereiro;Cliente 10;94.0;32.0;FRACIONADO;;;;;22;Cliente 1460;1391.0;Frequente;-79.37816207898645;1
2021;março;Cliente 10;155.0;31.0;FRACIONADO;;;;;22;Cliente 1460;1391.0;Frequente;-79.37816207898645;1
2020;janeiro;Cliente 11;64.0;3.0;FRACIONADO;;;;;8;Cliente 1460;214.0;Sazonal;-21.27869724576852;0
2020;fevereiro;Cliente 11;75.0;18.0;FRACIONADO;;;;;8;Cliente 1460;214.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 11;123.0;60.0;FRACIONADO;;;;;8;Cliente 1460;214.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 11;151.0;100.0;FRACIONADO;;;;;8;Cliente 1460;214.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 11;64.0;15.0;FRACIONADO;;;;;8;Cliente 1460;214.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 11;57.0;5.0;FRACIONADO;;;;;8;Cliente 1460;214.0;Sazonal;-21.27869724576852;0
2021;março;Cliente 11;74.0;5.0;FRACIONADO;;;;;8;Cliente 1460;214.0;Sazonal;-79.37816207898645;0
2020;setembro;Cliente 12;153.0;40.0;FRACIONADO;;;;;12;Cliente 1460;217.0;Sazonal;-21.27869724576852;0
2021;fevereiro;Cliente 13;154.0;2.0;FRACIONADO;;;;;18;Cliente 1460;2056.0;Sazonal;-79.37816207898645;0
2020;julho;Cliente 14;70.0;1.0;FRACIONADO;;;;;1;Cliente 1460;1.0;Único;-21.27869724576852;0
2021;fevereiro;Cliente 15;51.0;2.0;FRACIONADO;;;;;7;Cliente 1460;187.0;Sazonal;-79.37816207898645;0
2020;maio;Cliente 16;165.0;21.0;FRACIONADO;;;;;5;Cliente 1460;49.0;Sazonal;-21.27869724576852;0
2020;janeiro;Cliente 17;63.0;0.0;FRACIONADO;;;;;34;Cliente 1460;1373.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 17;32.0;0.0;FRACIONADO;;;;;34;Cliente 1460;1373.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 17;54.0;5.0;FRACIONADO;;;;;34;Cliente 1460;1373.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 17;43.0;1.0;FRACIONADO;;;;;34;Cliente 1460;1373.0;Frequente;-21.27869724576852;1
2021;fevereiro;Cliente 17;77.0;0.0;FRACIONADO;;;;;34;Cliente 1460;1373.0;Frequente;-79.37816207898645;1
2021;março;Cliente 17;72.0;1.0;FRACIONADO;;;;;34;Cliente 1460;1373.0;Frequente;-79.37816207898645;1
2020;janeiro;Cliente 18;1315.0;229.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 18;2456.0;250.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;março;Cliente 18;1547.0;334.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 18;1341.0;144.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 18;1090.0;289.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 18;2525.0;391.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 18;1030.0;177.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 18;2136.0;334.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 18;3294.0;801.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 18;2103.0;721.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 18;3164.0;673.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 18;909.0;404.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 18;289.0;62.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-79.37816207898645;1
2021;março;Cliente 18;2977.0;809.0;FRACIONADO;;;;;56;Cliente 1460;21771.0;Frequente;-79.37816207898645;1
2020;maio;Cliente 19;40.0;35.0;FRACIONADO;;;;;10;Cliente 1460;845.0;Sazonal;-21.27869724576852;0
2020;janeiro;Cliente 20;210.0;40.0;FRACIONADO;;;;;22;Cliente 1460;425.0;Frequente;-21.27869724576852;1
2020;março;Cliente 20;174.0;27.0;FRACIONADO;;;;;22;Cliente 1460;425.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 20;122.0;20.0;FRACIONADO;;;;;22;Cliente 1460;425.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 20;92.0;30.0;FRACIONADO;;;;;22;Cliente 1460;425.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 20;96.0;20.0;FRACIONADO;;;;;22;Cliente 1460;425.0;Frequente;-21.27869724576852;1
2021;fevereiro;Cliente 20;95.0;7.0;FRACIONADO;;;;;22;Cliente 1460;425.0;Frequente;-79.37816207898645;1
2020;março;Cliente 21;314.0;883.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-21.27869724576852;0
2020;abril;Cliente 21;327.0;462.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-21.27869724576852;0
2020;maio;Cliente 21;131.0;176.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 21;197.0;220.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 21;65.0;55.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 21;205.0;211.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 21;427.0;480.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 21;287.0;308.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 21;368.0;319.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-21.27869724576852;0
2021;janeiro;Cliente 21;155.0;190.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-79.37816207898645;0
2021;fevereiro;Cliente 21;261.0;300.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-79.37816207898645;0
2021;março;Cliente 21;462.0;479.0;FRACIONADO;;;;;15;Cliente 1460;5042.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 22;166.0;32.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;fevereiro;Cliente 22;93.0;22.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;março;Cliente 22;227.0;45.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;abril;Cliente 22;58.0;11.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;maio;Cliente 22;191.0;44.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 22;141.0;15.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 22;60.0;34.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 22;148.0;38.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;outubro;Cliente 22;35.0;5.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 22;92.0;19.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 22;66.0;7.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-21.27869724576852;0
2021;janeiro;Cliente 22;327.0;49.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-79.37816207898645;0
2021;março;Cliente 22;50.0;5.0;FRACIONADO;;;;;16;Cliente 1460;392.0;Sazonal;-79.37816207898645;0
2020;junho;Cliente 23;68.0;74.0;FRACIONADO;;;;;2;Cliente 1460;287.0;Sazonal;-21.27869724576852;0
2020;agosto;Cliente 23;274.0;213.0;FRACIONADO;;;;;2;Cliente 1460;287.0;Sazonal;-21.27869724576852;0
2020;janeiro;Cliente 24;2052.0;763.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 24;1666.0;459.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;março;Cliente 24;1662.0;609.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 24;648.0;165.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 24;1104.0;305.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 24;979.0;256.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 24;2229.0;513.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 24;2202.0;822.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 24;2738.0;762.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 24;4914.0;1716.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 24;2033.0;605.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 24;1914.0;306.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 24;1586.0;577.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-79.37816207898645;1
2021;março;Cliente 24;1191.0;216.0;FRACIONADO;;;;;41;Cliente 1460;17738.0;Frequente;-79.37816207898645;1
2021;janeiro;Cliente 25;79.0;10.0;FRACIONADO;;;;;5;Cliente 1460;42.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 26;1719.0;4808.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 26;1753.0;4899.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;março;Cliente 26;1826.0;5188.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 26;887.0;1950.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 26;1319.0;3309.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 26;2979.0;6696.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 26;2251.0;4869.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 26;1306.0;2209.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 26;3053.0;5655.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 26;3267.0;7547.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 26;1002.0;1917.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 26;1985.0;3673.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-21.27869724576852;1
2021;fevereiro;Cliente 26;2251.0;3611.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-79.37816207898645;1
2021;março;Cliente 26;1573.0;2332.0;FRACIONADO;;;;;27;Cliente 1460;119154.0;Frequente;-79.37816207898645;1
2020;abril;Cliente 27;99.0;46.0;FRACIONADO;;;;;32;Cliente 1460;1247.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 27;383.0;225.0;FRACIONADO;;;;;32;Cliente 1460;1247.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 27;99.0;40.0;FRACIONADO;;;;;32;Cliente 1460;1247.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 27;197.0;95.0;FRACIONADO;;;;;32;Cliente 1460;1247.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 27;61.0;2.0;FRACIONADO;;;;;32;Cliente 1460;1247.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 27;59.0;10.0;FRACIONADO;;;;;32;Cliente 1460;1247.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 27;338.0;162.0;FRACIONADO;;;;;32;Cliente 1460;1247.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 27;59.0;2.0;FRACIONADO;;;;;32;Cliente 1460;1247.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 27;104.0;50.0;FRACIONADO;;;;;32;Cliente 1460;1247.0;Frequente;-79.37816207898645;1
2020;janeiro;Cliente 28;37.0;1.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 28;113.0;55.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;março;Cliente 28;55.0;24.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 28;43.0;1.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 28;55.0;10.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 28;302.0;73.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 28;41.0;3.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 28;150.0;15.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 28;66.0;37.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 28;45.0;3.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 28;139.0;25.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 28;43.0;1.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 28;102.0;22.0;FRACIONADO;;;;;46;Cliente 1460;2662.0;Frequente;-79.37816207898645;1
2020;março;Cliente 29;41.0;53.0;FRACIONADO;;;;;12;Cliente 1460;280.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 29;84.0;45.0;FRACIONADO;;;;;12;Cliente 1460;280.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 30;424.0;184.0;FRACIONADO;;;;;2;Cliente 1460;194.0;Sazonal;-21.27869724576852;0
2020;dezembro;Cliente 30;131.0;10.0;FRACIONADO;;;;;2;Cliente 1460;194.0;Sazonal;-21.27869724576852;0
2020;março;Cliente 31;218.0;183.0;FRACIONADO;;;;;16;Cliente 1460;947.0;Sazonal;-21.27869724576852;0
2020;novembro;Cliente 31;105.0;20.0;FRACIONADO;;;;;16;Cliente 1460;947.0;Sazonal;-21.27869724576852;0
2021;janeiro;Cliente 31;102.0;38.0;FRACIONADO;;;;;16;Cliente 1460;947.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 32;88.0;30.0;FRACIONADO;;;;;10;Cliente 1460;65.0;Sazonal;-21.27869724576852;0
2020;maio;Cliente 33;100.0;5.0;FRACIONADO;;;;;1;Cliente 1460;5.0;Único;-21.27869724576852;0
2021;fevereiro;Cliente 34;188.0;130.0;FRACIONADO;;;;;5;Cliente 1460;459.0;Sazonal;-79.37816207898645;0
2020;janeiro;Cliente 35;175.0;70.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-21.27869724576852;1
2020;maio;Cliente 35;148.0;48.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 35;176.0;19.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 35;315.0;88.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 35;265.0;61.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 35;501.0;130.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 35;500.0;113.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 35;460.0;169.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-21.27869724576852;1
2020;dezembro;Cliente 35;282.0;197.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 35;487.0;161.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 35;521.0;78.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-79.37816207898645;1
2021;março;Cliente 35;365.0;95.0;FRACIONADO;;;;;39;Cliente 1460;3760.0;Frequente;-79.37816207898645;1
2020;janeiro;Cliente 36;588.0;238.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2020;fevereiro;Cliente 36;157.0;76.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2020;março;Cliente 36;146.0;22.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2020;abril;Cliente 36;816.0;733.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2020;junho;Cliente 36;405.0;187.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2020;julho;Cliente 36;111.0;24.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2020;agosto;Cliente 36;230.0;195.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2020;setembro;Cliente 36;212.0;128.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2020;outubro;Cliente 36;182.0;81.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2020;novembro;Cliente 36;1451.0;1400.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-21.27869724576852;1
2021;janeiro;Cliente 36;175.0;102.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-79.37816207898645;1
2021;fevereiro;Cliente 36;69.0;6.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-79.37816207898645;1
2021;março;Cliente 36;85.0;30.0;FRACIONADO;;;;;46;Cliente 1460;14231.0;Frequente;-79.37816207898645;1
2020;fevereiro;Cliente 37;38.0;35.0;FRACIONADO;;;;;19;Cliente 1460;1310.0;Sazonal;-21.27869724576852;0
2020;janeiro;Cliente 38;72.0;8.0;FRACIONADO;;;;;19;Cliente 1460;661.0;Sazonal;-21.27869724576852;0
2021;fevereiro;Cliente 38;94.0;1.0;FRACIONADO;;;;;19;Cliente 1460;661.0;Sazonal;-79.37816207898645;0
2020;março;Cliente 39;106.0;85.0;FRACIONADO;;;;;9;Cliente 1460;307.0;Sazonal;-21.27869724576852;0
2020;julho;Cliente 39;74.0;66.0;FRACIONADO;;;;;9;Cliente 1460;307.0;Sazonal;-21.27869724576852;0
2020;junho;Cliente 40;151.0;105.0;FRACIONADO;;;;;1;Cliente 1460;105.0;Único;-21.27869724576852;0
2020;agosto;Cliente 41;75.0;38.0;FRACIONADO;;;;;1;Cliente 1460;38.0;Único;-21.27869724576852;0
