Ano;Mês;CLIENTE;RECEITA;PESO;Classificação
2020;junho;Clinte 89;R$ 87;47;FRACIONADO
2020;julho;Clinte 89;R$ 38;25;FRACIONADO
2020;setembro;Clinte 89;R$ 41;5;FRACIONADO
2020;novembro;Clinte 89;R$ 143;148;FRACIONADO
2021;fevereiro;Clinte 89;R$ 95;83;FRACIONADO
2020;novembro;Clinte 90;R$ 37;15;FRACIONADO
2020;dezembro;Clinte 90;R$ 44;2;FRACIONADO
2020;maio;Clinte 91;R$ 63;25;FRACIONADO
2020;agosto;Clinte 91;R$ 81;34;FRACIONADO
2020;janeiro;Clinte 92;R$ 236;120;FRACIONADO
2020;fevereiro;Clinte 92;R$ 450;135;FRACIONADO
2020;março;Clinte 92;R$ 950;180;FRACIONADO
2020;abril;Clinte 92;R$ 180;50;FRACIONADO
2020;maio;Clinte 92;R$ 354;175;FRACIONADO
2020;junho;Clinte 92;R$ 449;155;FRACIONADO
2020;julho;Clinte 92;R$ 343;115;FRACIONADO
2020;agosto;Clinte 92;R$ 288;145;FRACIONADO
2020;setembro;Clinte 92;R$ 550;265;FRACIONADO
2020;outubro;Clinte 92;R$ 497;140;FRACIONADO
2020;novembro;Clinte 92;R$ 484;260;FRACIONADO
2020;dezembro;Clinte 92;R$ 253;155;FRACIONADO
2021;janeiro;Clinte 92;R$ 501;240;FRACIONADO
2021;fevereiro;Clinte 92;R$ 498;220;FRACIONADO
2021;março;Clinte 92;R$ 405;150;FRACIONADO
2020;julho;Clinte 93;R$ 323;20;FRACIONADO
2020;janeiro;Clinte 94;R$ 52;77;FRACIONADO
2020;fevereiro;Clinte 94;R$ 46;50;FRACIONADO
2020;março;Clinte 94;R$ 103;91;FRACIONADO
2020;maio;Clinte 94;R$ 45;29;FRACIONADO
2020;julho;Clinte 94;R$ 103;118;FRACIONADO
2020;setembro;Clinte 94;R$ 42;10;FRACIONADO
2020;outubro;Clinte 94;R$ 46;54;FRACIONADO
2020;novembro;Clinte 94;R$ 57;30;FRACIONADO
2020;fevereiro;Clinte 95;R$ 124;44;FRACIONADO
2020;março;Clinte 95;R$ 126;52;FRACIONADO
2020;abril;Clinte 95;R$ 972;321;FRACIONADO
2020;maio;Clinte 95;R$ 172;70;FRACIONADO
2020;junho;Clinte 95;R$ 198;79;FRACIONADO
2020;julho;Clinte 95;R$ 55;1;FRACIONADO
2020;agosto;Clinte 95;R$ 59;22;FRACIONADO
2020;outubro;Clinte 96;R$ 101;60;FRACIONADO
2020;novembro;Clinte 96;R$ 81;18;FRACIONADO
2020;julho;Clinte 97;R$ 114;19;FRACIONADO
2020;fevereiro;Clinte 98;R$ 200;98;FRACIONADO
2020;março;Clinte 98;R$ 446;171;FRACIONADO
2020;junho;Clinte 98;R$ 91;23;FRACIONADO
2020;julho;Clinte 98;R$ 94;23;FRACIONADO
2020;agosto;Clinte 98;R$ 379;175;FRACIONADO
2020;setembro;Clinte 98;R$ 407;123;FRACIONADO
2020;novembro;Clinte 98;R$ 645;398;FRACIONADO
2020;dezembro;Clinte 98;R$ 200;83;FRACIONADO
2021;janeiro;Clinte 98;R$ 656;20;FRACIONADO
2021;fevereiro;Clinte 98;R$ 469;156;FRACIONADO
2021;março;Clinte 98;R$ 357;131;FRACIONADO
2020;fevereiro;Clinte 99;R$ 306;38;FRACIONADO
2020;novembro;Clinte 100;R$ 74;0;FRACIONADO
2020;junho;Clinte 101;R$ 86;28;FRACIONADO
2021;março;Clinte 101;R$ 187;26;FRACIONADO
2020;fevereiro;Clinte 102;R$ 2.511;2787;FRACIONADO
2020;março;Clinte 102;R$ 2.230;2926;FRACIONADO
2020;abril;Clinte 102;R$ 115;213;FRACIONADO
2020;janeiro;Clinte 103;R$ 6.185;11170;FRACIONADO
2020;fevereiro;Clinte 103;R$ 4.199;5352;FRACIONADO
2020;março;Clinte 103;R$ 4.806;6458;FRACIONADO
2020;abril;Clinte 103;R$ 907;1473;FRACIONADO
2020;maio;Clinte 103;R$ 1.816;3019;FRACIONADO
2020;junho;Clinte 103;R$ 624;569;FRACIONADO
2020;julho;Clinte 103;R$ 724;1348;FRACIONADO
2020;agosto;Clinte 103;R$ 372;737;FRACIONADO
2020;setembro;Clinte 103;R$ 749;780;FRACIONADO
2020;outubro;Clinte 103;R$ 53;60;FRACIONADO
2020;novembro;Clinte 103;R$ 389;718;FRACIONADO
2020;dezembro;Clinte 103;R$ 192;253;FRACIONADO
2021;janeiro;Clinte 103;R$ 126;26;FRACIONADO
2021;fevereiro;Clinte 103;R$ 135;124;FRACIONADO
2021;março;Clinte 103;R$ 639;737;FRACIONADO
2020;março;Clinte 104;R$ 47;10;FRACIONADO
2020;maio;Clinte 104;R$ 99;25;FRACIONADO
2020;junho;Clinte 104;R$ 47;6;FRACIONADO
2020;outubro;Clinte 104;R$ 3.272;4436;FRACIONADO
2020;janeiro;Clinte 105;R$ 74;10;FRACIONADO
2020;fevereiro;Clinte 105;R$ 72;10;FRACIONADO
2020;março;Clinte 105;R$ 72;10;FRACIONADO
2020;abril;Clinte 105;R$ 72;10;FRACIONADO
2020;maio;Clinte 105;R$ 72;5;FRACIONADO
2020;junho;Clinte 105;R$ 72;10;FRACIONADO
2020;julho;Clinte 105;R$ 72;10;FRACIONADO
2020;agosto;Clinte 105;R$ 72;10;FRACIONADO
2020;setembro;Clinte 105;R$ 72;10;FRACIONADO
2020;outubro;Clinte 105;R$ 72;10;FRACIONADO
2020;novembro;Clinte 105;R$ 72;10;FRACIONADO
2020;dezembro;Clinte 105;R$ 72;10;FRACIONADO
2021;janeiro;Clinte 105;R$ 72;15;FRACIONADO
2021;fevereiro;Clinte 105;R$ 79;5;FRACIONADO
2021;março;Clinte 105;R$ 79;5;FRACIONADO
2020;janeiro;Clinte 106;R$ 56;8;FRACIONADO
2020;fevereiro;Clinte 106;R$ 200;36;FRACIONADO
2020;março;Clinte 106;R$ 44;2;FRACIONADO
2020;setembro;Clinte 106;R$ 158;39;FRACIONADO
2020;outubro;Clinte 106;R$ 133;22;FRACIONADO
2020;dezembro;Clinte 106;R$ 44;5;FRACIONADO
2021;janeiro;Clinte 106;R$ 50;13;FRACIONADO
2021;fevereiro;Clinte 106;R$ 135;6;FRACIONADO
2021;março;Clinte 106;R$ 102;8;FRACIONADO
2020;janeiro;Clinte 107;R$ 374;93;FRACIONADO
2020;fevereiro;Clinte 107;R$ 214;23;FRACIONADO
2020;março;Clinte 107;R$ 329;55;FRACIONADO
2020;abril;Clinte 107;R$ 218;19;FRACIONADO
2020;maio;Clinte 107;R$ 420;60;FRACIONADO
2020;junho;Clinte 107;R$ 208;48;FRACIONADO
2020;julho;Clinte 107;R$ 127;35;FRACIONADO
2020;agosto;Clinte 107;R$ 252;67;FRACIONADO
2020;setembro;Clinte 107;R$ 62;8;FRACIONADO
2020;outubro;Clinte 107;R$ 252;71;FRACIONADO
2020;novembro;Clinte 107;R$ 449;107;FRACIONADO
2020;dezembro;Clinte 107;R$ 280;55;FRACIONADO
2021;janeiro;Clinte 107;R$ 71;20;FRACIONADO
2021;fevereiro;Clinte 107;R$ 56;12;FRACIONADO
2020;setembro;Clinte 108;R$ 60;2;FRACIONADO
2020;outubro;Clinte 108;R$ 20;1;FRACIONADO
2020;novembro;Clinte 108;R$ 100;4;FRACIONADO
2020;dezembro;Clinte 108;R$ 80;8;FRACIONADO
2021;março;Clinte 109;R$ 90;1;FRACIONADO
2020;abril;Clinte 110;R$ 67;10;FRACIONADO
2020;janeiro;Clinte 111;R$ 87;1;FRACIONADO
2020;fevereiro;Clinte 111;R$ 284;75;FRACIONADO
2020;março;Clinte 111;R$ 187;2;FRACIONADO
2020;abril;Clinte 111;R$ 97;10;FRACIONADO
2020;maio;Clinte 111;R$ 95;1;FRACIONADO
2020;junho;Clinte 111;R$ 96;1;FRACIONADO
2020;agosto;Clinte 111;R$ 102;1;FRACIONADO
2020;outubro;Clinte 111;R$ 131;3;FRACIONADO
2021;janeiro;Clinte 111;R$ 193;8;FRACIONADO
2021;março;Clinte 111;R$ 118;10;FRACIONADO
2020;novembro;Clinte 112;R$ 122;5;FRACIONADO
2020;julho;Clinte 113;R$ 43;1;FRACIONADO
2020;janeiro;Clinte 114;R$ 992;367;FRACIONADO
2020;fevereiro;Clinte 114;R$ 683;202;FRACIONADO
2020;março;Clinte 114;R$ 538;97;FRACIONADO
2020;abril;Clinte 114;R$ 38;10;FRACIONADO
2020;junho;Clinte 114;R$ 89;20;FRACIONADO
2020;agosto;Clinte 114;R$ 171;133;FRACIONADO
2020;setembro;Clinte 114;R$ 129;40;FRACIONADO
2020;outubro;Clinte 114;R$ 38;5;FRACIONADO
2020;novembro;Clinte 114;R$ 41;1;FRACIONADO
2021;março;Clinte 114;R$ 82;4;FRACIONADO
2020;março;Clinte 115;R$ 242;86;FRACIONADO
2020;abril;Clinte 115;R$ 193;34;FRACIONADO
2021;fevereiro;Clinte 115;R$ 32;2;FRACIONADO
2020;junho;Clinte 116;R$ 87;10;FRACIONADO
2020;dezembro;Clinte 117;R$ 74;4;FRACIONADO
2020;outubro;Clinte 118;R$ 139;15;FRACIONADO
2021;janeiro;Clinte 118;R$ 32;29;FRACIONADO
2020;janeiro;Clinte 119;R$ 74;2;FRACIONADO
2020;junho;Clinte 119;R$ 92;0;FRACIONADO
2020;setembro;Clinte 119;R$ 87;8;FRACIONADO
2020;janeiro;Clinte 120;R$ 163;8;FRACIONADO
2020;fevereiro;Clinte 120;R$ 141;11;FRACIONADO
2020;outubro;Clinte 120;R$ 44;8;FRACIONADO
2020;novembro;Clinte 121;R$ 39;8;FRACIONADO
2021;fevereiro;Clinte 121;R$ 44;4;FRACIONADO
2020;janeiro;Clinte 122;R$ 91;5;FRACIONADO
2020;setembro;Clinte 122;R$ 93;7;FRACIONADO
2020;janeiro;Clinte 123;R$ 69;11;FRACIONADO
2020;maio;Clinte 123;R$ 77;0;FRACIONADO
2020;julho;Clinte 123;R$ 78;1;FRACIONADO
2021;março;Clinte 123;R$ 79;2;FRACIONADO
2021;fevereiro;Clinte 124;R$ 95;2;FRACIONADO
2020;julho;Clinte 125;R$ 89;2;FRACIONADO
2020;março;Clinte 126;R$ 86;1;FRACIONADO
2020;janeiro;Clinte 127;R$ 41;3;FRACIONADO
2020;setembro;Clinte 127;R$ 42;2;FRACIONADO
2020;junho;Clinte 128;R$ 61;5;FRACIONADO
2020;agosto;Clinte 128;R$ 62;5;FRACIONADO
2020;março;Clinte 129;R$ 64;15;FRACIONADO
2020;junho;Clinte 130;R$ 134;20;FRACIONADO
2020;janeiro;Clinte 131;R$ 405;10;FRACIONADO
2020;fevereiro;Clinte 131;R$ 288;21;FRACIONADO
2020;março;Clinte 131;R$ 533;14;FRACIONADO
2020;abril;Clinte 131;R$ 518;7;FRACIONADO
2020;maio;Clinte 131;R$ 646;75;FRACIONADO
2020;junho;Clinte 131;R$ 1.650;70;FRACIONADO
2020;julho;Clinte 131;R$ 1.025;27;FRACIONADO
2020;agosto;Clinte 131;R$ 784;13;FRACIONADO
2020;setembro;Clinte 131;R$ 878;58;FRACIONADO
2020;outubro;Clinte 131;R$ 1.224;84;FRACIONADO
2020;novembro;Clinte 131;R$ 557;16;FRACIONADO
2020;dezembro;Clinte 131;R$ 543;20;FRACIONADO
2021;janeiro;Clinte 131;R$ 900;25;FRACIONADO
2021;fevereiro;Clinte 131;R$ 359;3;FRACIONADO
2021;março;Clinte 131;R$ 1.037;29;FRACIONADO
2020;julho;Clinte 132;R$ 43;0;FRACIONADO
2020;novembro;Clinte 133;R$ 82;1;FRACIONADO
2020;maio;Clinte 134;R$ 64;50;FRACIONADO
2020;junho;Clinte 134;R$ 53;20;FRACIONADO
2020;março;Clinte 135;R$ 262;25;FRACIONADO
2020;abril;Clinte 135;R$ 97;10;FRACIONADO
2020;maio;Clinte 135;R$ 118;30;FRACIONADO
2020;junho;Clinte 135;R$ 92;12;FRACIONADO
2020;abril;Clinte 136;R$ 76;2;FRACIONADO
2020;janeiro;Clinte 137;R$ 3.659;4445;FRACIONADO
2020;fevereiro;Clinte 137;R$ 3.113;3660;FRACIONADO
2020;março;Clinte 137;R$ 2.682;3005;FRACIONADO
2020;abril;Clinte 137;R$ 2.684;3406;FRACIONADO
2020;maio;Clinte 137;R$ 2.880;3615;FRACIONADO
2020;junho;Clinte 137;R$ 4.090;5065;FRACIONADO
2020;julho;Clinte 137;R$ 4.531;5820;FRACIONADO
2020;agosto;Clinte 137;R$ 4.557;5880;FRACIONADO
2020;setembro;Clinte 137;R$ 5.370;6932;FRACIONADO
2020;outubro;Clinte 137;R$ 3.381;3606;FRACIONADO
2020;novembro;Clinte 137;R$ 4.552;6465;FRACIONADO
2020;dezembro;Clinte 137;R$ 3.724;4011;FRACIONADO
2021;janeiro;Clinte 137;R$ 3.680;3260;FRACIONADO
2021;fevereiro;Clinte 137;R$ 552;460;FRACIONADO
2021;março;Clinte 138;R$ 81;1;FRACIONADO
2020;março;Clinte 139;R$ 83;1;FRACIONADO
2020;fevereiro;Clinte 140;R$ 181;1;FRACIONADO
2020;março;Clinte 140;R$ 82;2;FRACIONADO
2020;janeiro;Clinte 141;R$ 390;498;FRACIONADO
2020;fevereiro;Clinte 141;R$ 1.020;1041;FRACIONADO
2020;março;Clinte 141;R$ 1.893;2098;FRACIONADO
2020;abril;Clinte 141;R$ 1.260;1661;FRACIONADO
2020;maio;Clinte 141;R$ 2.386;1993;FRACIONADO
2020;junho;Clinte 141;R$ 1.410;2019;FRACIONADO
2020;julho;Clinte 141;R$ 2.080;1343;FRACIONADO
2020;agosto;Clinte 141;R$ 343;193;FRACIONADO
2020;setembro;Clinte 141;R$ 361;328;FRACIONADO
2020;outubro;Clinte 141;R$ 492;546;FRACIONADO
2020;novembro;Clinte 141;R$ 1.724;3877;FRACIONADO
2020;dezembro;Clinte 141;R$ 1.909;1535;FRACIONADO
2021;janeiro;Clinte 141;R$ 1.627;1671;FRACIONADO
2021;fevereiro;Clinte 141;R$ 1.230;1825;FRACIONADO
2021;março;Clinte 141;R$ 5.236;4314;FRACIONADO
2020;novembro;Clinte 142;R$ 81;3;FRACIONADO
2020;fevereiro;Clinte 143;R$ 102;27;FRACIONADO
2020;janeiro;Clinte 144;R$ 1.027;660;FRACIONADO
2020;fevereiro;Clinte 144;R$ 802;419;FRACIONADO
2020;março;Clinte 144;R$ 1.270;815;FRACIONADO
2020;abril;Clinte 144;R$ 3.325;1629;FRACIONADO
2020;maio;Clinte 144;R$ 2.366;1073;FRACIONADO
2020;janeiro;Clinte 145;R$ 155;19;FRACIONADO
2020;março;Clinte 145;R$ 91;42;FRACIONADO
2020;maio;Clinte 145;R$ 490;109;FRACIONADO
2020;julho;Clinte 145;R$ 496;49;FRACIONADO
2020;agosto;Clinte 145;R$ 621;95;FRACIONADO
2020;setembro;Clinte 145;R$ 218;27;FRACIONADO
2020;outubro;Clinte 145;R$ 664;227;FRACIONADO
2020;novembro;Clinte 145;R$ 493;85;FRACIONADO
2020;dezembro;Clinte 145;R$ 284;30;FRACIONADO
2021;janeiro;Clinte 145;R$ 609;37;FRACIONADO
2021;fevereiro;Clinte 145;R$ 542;101;FRACIONADO
2021;março;Clinte 145;R$ 677;81;FRACIONADO
2021;março;Clinte 146;R$ 55;5;FRACIONADO
2020;abril;Clinte 147;R$ 83;0;FRACIONADO
2020;maio;Clinte 148;R$ 339;20;FRACIONADO
2020;agosto;Clinte 148;R$ 860;29;FRACIONADO
2020;setembro;Clinte 148;R$ 75;5;FRACIONADO
2021;março;Clinte 148;R$ 83;5;FRACIONADO
2020;janeiro;Clinte 149;R$ 1.373;253;FRACIONADO
2020;fevereiro;Clinte 149;R$ 761;114;FRACIONADO
2020;março;Clinte 149;R$ 287;84;FRACIONADO
2020;abril;Clinte 149;R$ 38;20;FRACIONADO
2020;outubro;Clinte 149;R$ 47;35;FRACIONADO
2020;novembro;Clinte 149;R$ 40;14;FRACIONADO
2021;fevereiro;Clinte 150;R$ 97;15;FRACIONADO
2021;março;Clinte 150;R$ 116;12;FRACIONADO
2020;junho;Clinte 151;R$ 242;238;FRACIONADO
2020;dezembro;Clinte 152;R$ 105;50;FRACIONADO
2021;janeiro;Clinte 152;R$ 203;60;FRACIONADO
2021;março;Clinte 152;R$ 117;40;FRACIONADO
2020;janeiro;Clinte 153;R$ 856;173;FRACIONADO
2020;fevereiro;Clinte 153;R$ 846;74;FRACIONADO
2020;março;Clinte 153;R$ 277;12;FRACIONADO
2020;junho;Clinte 153;R$ 76;12;FRACIONADO
2020;agosto;Clinte 153;R$ 133;13;FRACIONADO
2020;setembro;Clinte 153;R$ 220;11;FRACIONADO
2020;outubro;Clinte 153;R$ 303;28;FRACIONADO
2020;novembro;Clinte 153;R$ 225;166;FRACIONADO
2020;dezembro;Clinte 153;R$ 289;52;FRACIONADO
2021;janeiro;Clinte 153;R$ 402;147;FRACIONADO
2021;fevereiro;Clinte 153;R$ 606;104;FRACIONADO
2021;março;Clinte 153;R$ 272;77;FRACIONADO
2020;setembro;Clinte 154;R$ 68;1;FRACIONADO
2020;outubro;Clinte 154;R$ 63;10;FRACIONADO
2020;dezembro;Clinte 154;R$ 62;1;FRACIONADO
2020;setembro;Clinte 155;R$ 60;18;FRACIONADO
2020;outubro;Clinte 155;R$ 45;3;FRACIONADO
2021;fevereiro;Clinte 155;R$ 60;3;FRACIONADO
2021;março;Clinte 155;R$ 105;61;FRACIONADO
2020;janeiro;Clinte 156;R$ 236;150;FRACIONADO
2020;fevereiro;Clinte 156;R$ 204;150;FRACIONADO
2020;setembro;Clinte 156;R$ 246;200;FRACIONADO
2020;junho;Clinte 157;R$ 436;296;FRACIONADO
2020;agosto;Clinte 157;R$ 64;18;FRACIONADO
2020;outubro;Clinte 157;R$ 70;1;FRACIONADO
2020;abril;Clinte 158;R$ 48;18;FRACIONADO
2020;março;Clinte 159;R$ 152;57;FRACIONADO
2020;abril;Clinte 159;R$ 118;138;FRACIONADO
2020;abril;Clinte 160;R$ 81;0;FRACIONADO
2020;maio;Clinte 160;R$ 84;3;FRACIONADO
2020;novembro;Clinte 160;R$ 86;1;FRACIONADO
2020;janeiro;Clinte 161;R$ 51;13;FRACIONADO
2020;fevereiro;Clinte 161;R$ 107;23;FRACIONADO
2020;março;Clinte 161;R$ 47;1;FRACIONADO
2020;julho;Clinte 161;R$ 53;10;FRACIONADO
2020;agosto;Clinte 161;R$ 51;10;FRACIONADO
2020;setembro;Clinte 161;R$ 173;37;FRACIONADO
2020;outubro;Clinte 161;R$ 267;57;FRACIONADO
2020;novembro;Clinte 161;R$ 160;34;FRACIONADO
2020;dezembro;Clinte 161;R$ 626;177;FRACIONADO
2021;março;Clinte 161;R$ 148;32;FRACIONADO
2020;junho;Clinte 162;R$ 335;111;FRACIONADO
2020;julho;Clinte 162;R$ 196;35;FRACIONADO
2020;agosto;Clinte 162;R$ 244;35;FRACIONADO
2020;setembro;Clinte 162;R$ 92;20;FRACIONADO
2020;outubro;Clinte 162;R$ 128;28;FRACIONADO
2020;novembro;Clinte 162;R$ 253;110;FRACIONADO
2020;dezembro;Clinte 162;R$ 54;25;FRACIONADO
2021;janeiro;Clinte 162;R$ 78;16;FRACIONADO
2020;outubro;Clinte 163;R$ 79;30;FRACIONADO
2021;fevereiro;Clinte 163;R$ 66;18;FRACIONADO
2021;março;Clinte 163;R$ 57;15;FRACIONADO
2020;janeiro;Clinte 164;R$ 49;7;FRACIONADO
2021;janeiro;Clinte 164;R$ 78;40;FRACIONADO
2021;fevereiro;Clinte 164;R$ 214;48;FRACIONADO
2021;março;Clinte 164;R$ 75;49;FRACIONADO
2020;janeiro;Clinte 165;R$ 48;3;FRACIONADO
2020;maio;Clinte 165;R$ 56;15;FRACIONADO
2020;agosto;Clinte 165;R$ 48;1;FRACIONADO
2020;novembro;Clinte 165;R$ 51;5;FRACIONADO
2021;janeiro;Clinte 165;R$ 52;10;FRACIONADO
2020;janeiro;Clinte 166;R$ 892;570;FRACIONADO
2020;fevereiro;Clinte 166;R$ 1.129;968;FRACIONADO
2020;março;Clinte 166;R$ 1.465;846;FRACIONADO
2020;abril;Clinte 166;R$ 800;516;FRACIONADO
2020;maio;Clinte 166;R$ 1.246;1163;FRACIONADO
2020;junho;Clinte 166;R$ 513;231;FRACIONADO
2020;julho;Clinte 166;R$ 1.975;891;FRACIONADO
2020;agosto;Clinte 166;R$ 615;781;FRACIONADO
2020;setembro;Clinte 166;R$ 863;364;FRACIONADO
2020;outubro;Clinte 166;R$ 642;361;FRACIONADO
2020;novembro;Clinte 166;R$ 307;15;FRACIONADO
2021;fevereiro;Clinte 166;R$ 61;2;FRACIONADO
2021;março;Clinte 166;R$ 40;10;FRACIONADO
2020;setembro;Clinte 167;R$ 48;9;FRACIONADO
2020;novembro;Clinte 167;R$ 130;28;FRACIONADO
2020;dezembro;Clinte 167;R$ 204;66;FRACIONADO
2021;janeiro;Clinte 167;R$ 198;;FRACIONADO
2021;fevereiro;Clinte 167;R$ 63;42;FRACIONADO
2021;março;Clinte 167;R$ 175;74;FRACIONADO
2020;janeiro;Clinte 168;R$ 195;86;FRACIONADO
2020;fevereiro;Clinte 168;R$ 404;220;FRACIONADO
2020;março;Clinte 168;R$ 3.059;1548;FRACIONADO
2020;abril;Clinte 168;R$ 2.043;970;FRACIONADO
2020;maio;Clinte 168;R$ 1.357;551;FRACIONADO
2020;junho;Clinte 168;R$ 1.928;748;FRACIONADO
2020;julho;Clinte 168;R$ 1.304;477;FRACIONADO
2020;agosto;Clinte 168;R$ 963;397;FRACIONADO
2020;setembro;Clinte 168;R$ 1.131;860;FRACIONADO
2020;outubro;Clinte 168;R$ 3.398;1661;FRACIONADO
2020;novembro;Clinte 168;R$ 1.088;695;FRACIONADO
2020;dezembro;Clinte 168;R$ 696;496;FRACIONADO
2021;janeiro;Clinte 168;R$ 433;413;FRACIONADO
2021;fevereiro;Clinte 168;R$ 1.000;611;FRACIONADO
2021;março;Clinte 168;R$ 4.213;3770;FRACIONADO
2020;janeiro;Clinte 169;R$ 474;499;FRACIONADO
2020;abril;Clinte 169;R$ 87;82;FRACIONADO
2020;maio;Clinte 169;R$ 247;278;FRACIONADO
2020;junho;Clinte 169;R$ 309;348;FRACIONADO
2020;julho;Clinte 169;R$ 137;153;FRACIONADO
2020;agosto;Clinte 169;R$ 309;343;FRACIONADO
2020;setembro;Clinte 169;R$ 934;997;FRACIONADO
2020;outubro;Clinte 169;R$ 505;534;FRACIONADO
2020;novembro;Clinte 169;R$ 200;210;FRACIONADO
2020;dezembro;Clinte 169;R$ 583;616;FRACIONADO
2021;janeiro;Clinte 169;R$ 1.279;1228;FRACIONADO
2021;fevereiro;Clinte 169;R$ 1.005;1007;FRACIONADO
2021;março;Clinte 169;R$ 312;328;FRACIONADO
2020;janeiro;Clinte 170;R$ 70;73;FRACIONADO
2020;abril;Clinte 170;R$ 86;20;FRACIONADO
2020;maio;Clinte 170;R$ 85;10;FRACIONADO
2020;junho;Clinte 170;R$ 83;28;FRACIONADO
2020;julho;Clinte 170;R$ 85;10;FRACIONADO
2020;agosto;Clinte 170;R$ 166;25;FRACIONADO
2020;setembro;Clinte 170;R$ 692;216;FRACIONADO
2020;outubro;Clinte 170;R$ 54;60;FRACIONADO
2020;novembro;Clinte 170;R$ 171;55;FRACIONADO
2020;dezembro;Clinte 170;R$ 194;40;FRACIONADO
2021;fevereiro;Clinte 170;R$ 190;58;FRACIONADO
2021;março;Clinte 170;R$ 150;43;FRACIONADO
2020;setembro;Clinte 171;R$ 101;60;FRACIONADO
2020;outubro;Clinte 172;R$ 345;141;FRACIONADO
2020;novembro;Clinte 172;R$ 423;353;FRACIONADO
2020;dezembro;Clinte 172;R$ 943;695;FRACIONADO
2021;janeiro;Clinte 172;R$ 662;338;FRACIONADO
2021;fevereiro;Clinte 172;R$ 1.006;530;FRACIONADO
2021;março;Clinte 172;R$ 540;302;FRACIONADO
2020;junho;Clinte 173;R$ 134;36;FRACIONADO
2021;janeiro;Clinte 173;R$ 146;36;FRACIONADO
2020;abril;Clinte 174;R$ 38;21;FRACIONADO
2020;agosto;Clinte 174;R$ 38;20;FRACIONADO
2020;setembro;Clinte 174;R$ 38;21;FRACIONADO
2020;outubro;Clinte 174;R$ 38;21;FRACIONADO
2020;março;Clinte 175;R$ 43;2;FRACIONADO
2020;outubro;Clinte 176;R$ 87;9;FRACIONADO
2020;outubro;Clinte 177;R$ 180;55;FRACIONADO
2020;dezembro;Clinte 177;R$ 236;130;FRACIONADO
2020;janeiro;Clinte 178;R$ 322;46;FRACIONADO
2020;fevereiro;Clinte 178;R$ 120;30;FRACIONADO
2020;março;Clinte 178;R$ 253;9;FRACIONADO
2020;abril;Clinte 178;R$ 77;3;FRACIONADO
2020;julho;Clinte 178;R$ 84;8;FRACIONADO
2020;agosto;Clinte 178;R$ 97;13;FRACIONADO
2020;outubro;Clinte 178;R$ 92;20;FRACIONADO
2020;novembro;Clinte 178;R$ 94;11;FRACIONADO
2021;janeiro;Clinte 178;R$ 112;14;FRACIONADO
2021;março;Clinte 178;R$ 102;10;FRACIONADO
2020;janeiro;Clinte 179;R$ 56;6;FRACIONADO
2020;abril;Clinte 179;R$ 87;10;FRACIONADO
2020;outubro;Clinte 179;R$ 55;5;FRACIONADO
2020;janeiro;Clinte 180;R$ 68;161;FRACIONADO
2020;fevereiro;Clinte 180;R$ 59;41;FRACIONADO
2020;março;Clinte 180;R$ 62;47;FRACIONADO
2020;julho;Clinte 180;R$ 501;997;FRACIONADO
2020;agosto;Clinte 180;R$ 425;896;FRACIONADO
2021;janeiro;Clinte 180;R$ 31;0;FRACIONADO
2020;agosto;Clinte 181;R$ 1.522;2886;FRACIONADO
2020;setembro;Clinte 181;R$ 2.090;3633;FRACIONADO
2020;outubro;Clinte 181;R$ 994;1806;FRACIONADO
2020;novembro;Clinte 181;R$ 698;1700;FRACIONADO
2020;dezembro;Clinte 181;R$ 1.784;3187;FRACIONADO
2021;janeiro;Clinte 181;R$ 170;601;FRACIONADO
2021;março;Clinte 181;R$ 129;230;FRACIONADO
2020;março;Clinte 182;R$ 104;219;FRACIONADO
2020;maio;Clinte 182;R$ 194;327;FRACIONADO
2020;junho;Clinte 182;R$ 96;108;FRACIONADO
2020;julho;Clinte 182;R$ 668;620;FRACIONADO
2020;agosto;Clinte 182;R$ 510;571;FRACIONADO
2020;maio;Clinte 183;R$ 113;22;FRACIONADO
2020;junho;Clinte 183;R$ 55;5;FRACIONADO
2020;julho;Clinte 183;R$ 396;72;FRACIONADO
2020;agosto;Clinte 183;R$ 102;20;FRACIONADO
2021;fevereiro;Clinte 183;R$ 70;2;FRACIONADO
2020;fevereiro;Clinte 184;R$ 220;37;FRACIONADO
2020;março;Clinte 184;R$ 38;32;FRACIONADO
2020;abril;Clinte 184;R$ 255;171;FRACIONADO
2020;agosto;Clinte 185;R$ 60;2;FRACIONADO
2020;outubro;Clinte 185;R$ 67;9;FRACIONADO
2020;novembro;Clinte 185;R$ 131;11;FRACIONADO
2021;janeiro;Clinte 185;R$ 71;5;FRACIONADO
2020;janeiro;Clinte 186;R$ 81;0;FRACIONADO
2020;abril;Clinte 186;R$ 86;8;FRACIONADO
2020;outubro;Clinte 186;R$ 74;0;FRACIONADO
2020;setembro;Clinte 187;R$ 100;3;FRACIONADO
2020;outubro;Clinte 187;R$ 75;0;FRACIONADO
2021;fevereiro;Clinte 187;R$ 114;3;FRACIONADO
2020;setembro;Clinte 188;R$ 95;6;FRACIONADO
2020;dezembro;Clinte 188;R$ 175;33;FRACIONADO
2020;janeiro;Clinte 189;R$ 47;10;FRACIONADO
2020;junho;Clinte 190;R$ 108;4;FRACIONADO
2020;abril;Clinte 191;R$ 147;30;FRACIONADO
